Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,S3KO_126_Proteins,S3KO_127C_Proteins,S3KO_129N_Proteins,S3FL_127N_Proteins,S3FL_130N_Proteins,DFC_128N_Proteins,DFC_129C_Proteins,DKO_128C_Proteins,DKO_130C_Proteins,DKO_131_Proteins,S3KO_126_Proteins_norm,S3KO_127C_Proteins_norm,S3KO_129N_Proteins_norm,S3FL_127N_Proteins_norm,S3FL_130N_Proteins_norm,DFC_128N_Proteins_norm,DFC_129C_Proteins_norm,DKO_128C_Proteins_norm,DKO_130C_Proteins_norm,DKO_131_Proteins_norm,S3KO_126_Proteins_norm_log2,S3KO_127C_Proteins_norm_log2,S3KO_129N_Proteins_norm_log2,S3FL_127N_Proteins_norm_log2,S3FL_130N_Proteins_norm_log2,DFC_128N_Proteins_norm_log2,DFC_129C_Proteins_norm_log2,DKO_128C_Proteins_norm_log2,DKO_130C_Proteins_norm_log2,DKO_131_Proteins_norm_log2,A,DKOvsDFC_Log2FC,S3KOvsS3FL_Log2FC,DKOvsS3KO_Log2FC,DFCvsS3FL_Log2FC,DKOvsDFC_t,S3KOvsS3FL_t,DKOvsS3KO_t,DFCvsS3FL_t,DKOvsDFC_p_value,S3KOvsS3FL_p_value,DKOvsS3KO_p_value,DFCvsS3FL_p_value,F,F.p.value,DKOvsDFC_significant,S3KOvsS3FL_significant,DKOvsS3KO_significant,DFCvsS3FL_significant
Myosin-1,Myh1,Q5SX40,Myosin-1 OS=Mus musculus GN=Myh1 PE=1 SV=1,17879,Myh1,ENSMUSG00000056328.14,False,False,False,24,83,1937,1,1,11,Phospho [Y413; S955; S1044; S1147; S1206; S1373; S1483; S1485; T1486; S1922]; Acetyl [K975(100); K1381(100); K1464(100); K1813(100)],4,Acetyl [K975(100); K1381(100); K1464(100); K1813(100)],17.4,20.8,20.4,24.1,21.9,25.7,12.5,15.9,18.8,21.6,16.315029586498664,19.692431506432484,22.21025738831821,23.13941564172374,21.632886690871988,23.197918570254625,15.049064337748966,17.47466074878947,18.75600029418487,20.48964338619915,-0.2647812245650787,0.006658429542521382,0.1802432837085437,0.2393696031138033,0.1422433630165738,0.24301253731148353,-0.38130903676679484,-0.16571838070921796,-0.0636306214534681,0.06391204680162943,4.29291092314064,0.014002597940638,-0.216766320169858,-0.0291858146823483,-0.259954732792844,0.07443026296751201,-1.1522129165702,-0.173447386958976,-1.26138609749396,0.9424653082367399,0.281958197744289,0.8665369572718179,0.242128223978956,0.7339955357324591,0.5599600754677271,0,0,0,0
"Carnitine O-palmitoyltransferase 2, mitochondrial",Cpt2,P52825,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Mus musculus GN=Cpt2 PE=1 SV=2",12896,Cpt2,ENSMUSG00000028607.16,True,True,False,73,49,326,27,49,4,Acetyl [K104(100); K305(100); K414(100); K424(100)],4,Acetyl [K104(100); K305(100); K414(100); K424(100)],7955.5,7763.2,6516.9,7795.9,7804.9,7086.8,5476.7,7094.7,7824.2,8483.9,7459.437808930467,7349.821359170031,7095.197371271125,7485.168896320087,7709.703987835012,6396.848611816361,6593.53685268398,7797.325510341929,7805.888164987299,8047.781737230322,0.02017925654718944,-0.0011784622798778344,-0.052044830141333875,0.02514722252828072,0.06778782200640698,-0.20152630651592496,-0.15783509539534357,0.08409171584568931,0.0856751461429166,0.12970353126199896,12.844671931942502,0.27950416537250605,-0.0574822008920162,0.110838143041544,-0.226148223222978,5.539348766937191,-1.13921006582375,2.4559225857675298,-4.09140981291187,0.000516070485845449,0.28703908097448,0.0390848823439592,0.00335542619477105,10.817266766330901,0.00328406562882038,0,0,0,0
"Isovaleryl-CoA dehydrogenase, mitochondrial",Ivd,Q9JHI5,"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Ivd PE=1 SV=1",56357,Ivd,ENSMUSG00000027332.11,True,True,False,77,28,305,28,28,2,Acetyl [K56(100); K76(100); K239(100); K260(100)],4,Acetyl [K56(100); K76(100); K239(100); K260(100)],5651.8,5485.2,4885.5,5611.1,5924.8,5691.4,4082.5,5116.9,5347.6,5813.1,5299.384150400756,5193.121408609782,5319.030023070031,5387.451249264567,5852.535482469331,5137.3009241535865,4915.024412708813,5623.6535588352735,5335.084424105478,5514.275276310846,-0.014240669306708753,-0.0434634267043954,-0.008902200689545836,0.009537528487065572,0.12899639515601535,-0.05905479699137217,-0.12286679852347682,0.07144234003978411,-0.004554280005210742,0.043105908537848237,12.3858496655717,0.127625453948237,-0.0914690607217565,0.058866755091028,-0.16022775957896598,2.23933832213479,-1.6049319836071203,1.15480196942075,-2.5664307463229,0.054936650654943,0.146539751752859,0.280955245935585,0.0328601519937147,2.70712335514386,0.11446128117247999,0,0,0,0
ADP/ATP translocase 1,Slc25a4,P48962,ADP/ATP translocase 1 OS=Mus musculus GN=Slc25a4 PE=1 SV=4,11739,Slc25a4,ENSMUSG00000031633.4,True,False,False,81,42,1441,27,27,8,Phospho [S22; S42; Y81; T84; S149; S150; Y191; Y195]; Acetyl [K23(100); K33(100); K92(100); K163(100)],4,Acetyl [K23(100); K33(100); K92(100); K163(100)],15637.7,16895.1,14321.1,15523.4,15044.6,17060.2,11897.0,13847.4,14905.2,16356.8,14662.617135907481,15995.461516554204,15591.927308031567,14904.664098453704,14861.101694497385,15399.26577401782,14323.097474095955,15218.7809592948,14870.315722600228,15515.972173119546,-0.04497303789260698,0.0805469475742715,0.043683598142424174,-0.021351809366480623,-0.025574600707651385,0.025745894376861145,-0.07877215186768183,0.00873713053172942,-0.024680392880982893,0.036638422090121026,13.8848280510645,0.0334115153257013,0.04988237431176401,-0.0195207826944053,-0.0030499237083425603,0.561417039528636,0.8381785332923101,-0.3667259568005011,-0.0467829678930756,0.5896363980368101,0.425864182509966,0.7231766091220179,0.9638140356305569,0.372036819068707,0.775528125215404,0,0,0,0
Histone H2B type 2-E,Hist2h2be,Q64524,Histone H2B type 2-E OS=Mus musculus GN=Hist2h2be PE=1 SV=3,319190,Hist2h2be,ENSMUSG00000068854.7,False,False,False,71,17,219,1,1,3,Acetyl [K12(100); K13(100); K16(100); K21(100)],4,Acetyl [K12(100); K13(100); K16(100); K21(100)],61.4,43.3,59.6,56.7,56.3,72.0,58.5,59.7,54.2,50.3,57.57142624201253,40.99434058790993,64.88879119332184,54.440035970362494,55.613311447310174,64.99027770654992,70.42962110066516,65.61240545300198,54.07314978429893,47.71430844101005,0.015497506353144175,-0.47443069247507363,0.18811384359598193,-0.06518742677715661,-0.034425203107598,0.19036846584405165,0.3063268744386569,0.20411316666800428,-0.07494305038046178,-0.25543348415954004,5.83178354174387,-0.29043545943202,-0.0404667992329353,0.0481853248846473,0.29815398508373203,-1.4928885109470702,-0.208006349389273,0.27691567200336303,1.3990322720980501,0.173187335709208,0.840335956483648,0.788749307611614,0.19874616376345802,1.1601650835773998,0.382202082683164,0,0,0,0
"Long-chain-specific acyl-CoA dehydrogenase, mitochondrial",Acadl,A0A0R4J083,"Long-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadl PE=1 SV=1",11363,Acadl,ENSMUSG00000026003.5,True,False,False,61,36,469,3,36,1,Acetyl [K42(100); K43(100); K92(100); K156(100)],4,Acetyl [K42(100); K43(100); K92(100); K156(100)],9325.2,8920.6,8467.7,8641.3,8362.2,8245.1,8426.2,8576.2,8789.7,8818.8,8743.730683909043,8445.591562321231,9219.10767093442,8296.872713063374,8260.206624950217,7442.379704420483,10144.514073819228,9425.546258727565,8769.128499244507,8365.46606917653,0.010082209066688108,-0.03996827752581922,0.08646036103397847,-0.06559910296248006,-0.07198888571133288,-0.2224027585849555,0.22446109987727425,0.11840947627357679,0.014266714582159779,-0.05372083604910216,13.0839510407666,0.0252892809560539,0.0876520918618571,0.00746035407726175,0.069823164983065,0.20977921284179601,0.727090140153448,0.0691895357759728,0.5287311262845711,0.8389972235733549,0.48755916063367205,0.9465088716599129,0.611106057807681,0.24106862935130302,0.865397935224264,0,0,0,0
"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Ndufs1,Q91VD9,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Mus musculus GN=Ndufs1 PE=1 SV=2",227197,Ndufs1,ENSMUSG00000025968.16,True,True,False,78,54,699,36,50,1,Acetyl [K84(100); K467(100); K499(100); K709(100)],4,Acetyl [K84(100); K467(100); K499(100); K709(100)],13669.9,13363.8,11045.8,12901.1,12486.4,12359.8,9356.5,10867.2,12653.4,13519.0,12817.518560027476,12652.197892579925,12025.983385288495,12386.88444545403,12334.103944150867,11156.483811075217,11264.525638091856,11943.436055927355,12623.785857576531,12824.050413797513,0.07251601520265005,0.05378705470072198,-0.01944610111885403,0.023212394237154044,0.017051938029796432,-0.12771856696674888,-0.11381441025232597,-0.029383020435163942,0.05054366606190541,0.07325103054085247,13.573313351135301,0.152237047332072,0.0154868234613712,-0.004148430872310979,-0.140898654743012,2.76713841081766,0.281496421616976,-0.08430423558072399,-2.3379044323881,0.0240116310722726,0.7853558015226659,0.93485179979981,0.0470521684280449,3.3733305032945604,0.0740439213652748,0,0,0,0
Histone H4,Hist1h4a,P62806,Histone H4 OS=Mus musculus GN=Hist1h4a PE=1 SV=2,320332,Hist4h4; Hist1h4a; Hist1h4k; Hist1h4c; Hist1h4i; Hist1h4n; Hist1h4h; Hist1h4f; Hist1h4j; Hist1h4b; Hist1h4m; Hist1h4d; Hist2h4; LOC100862646; LOC102641229,ENSMUSG00000096010.2,False,False,False,76,17,312,17,17,6; 13; 3,Acetyl [K6(100); K9(100); K13(100); K17(100)],4,Acetyl [K6(100); K9(100); K13(100); K17(100)],2594.3,2376.4,2143.6,2569.0,2457.1,2823.4,1863.1,2360.2,2564.1,2662.9,2432.5334055318094,2249.8602996099116,2333.819006745045,2466.604098904078,2427.1308624722174,2548.521528842681,2243.0329414128078,2593.943037691378,2558.09895501699,2526.012563569894,-0.0014361653404915131,-0.1140603596682066,-0.06120310182045685,0.01863039240322273,-0.004643887051864581,0.06576475783098878,-0.118444974599619,0.09125101598548113,0.07117629036626028,0.052966031894701615,11.2496800674094,0.0981378877998011,-0.0658931282853921,0.1306976550252,-0.0333333610599933,1.4750282481257,-0.9903843230924019,2.19627355867505,-0.457353613248137,0.17781445473300503,0.35051863145264606,0.0587803883111308,0.6593806018899471,1.71674324637404,0.239291409039023,0,0,0,0
"MCG140437, isoform CRA_d",Myh2,G3UW82,"MCG140437, isoform CRA_d OS=Mus musculus GN=Myh2 PE=1 SV=1",17882,Myh2,ENSMUSG00000033196.17,False,False,False,23,77,1872,1,1,11,Phospho [Y413; S955; S1044; S1147; S1206; S1342; S1343; S1373; S1922]; Acetyl [K975(100); K1381(100); K1464(100); K1813(100)],4,Acetyl [K975(100); K1381(100); K1464(100); K1813(100)],27.2,20.2,29.8,26.3,22.8,24.5,25.3,28.2,32.7,26.7,25.50395429613584,19.124380597593085,32.44439559666092,25.25172744304292,22.521909431592757,22.11474727514546,30.459306219603906,30.992794535588875,32.62346859680028,25.327475852385056,-0.04150431680634359,-0.45681224348965266,0.30574402455633365,-0.05584318146673173,-0.22089612006273374,-0.24721651052270044,0.21465781562255248,0.23970757876234394,0.3136849147241012,-0.051521961317161136,4.71415336078352,0.18356952483983602,0.0741788055181827,0.231481022636314,0.12209030331466099,0.8069958108944609,0.326099799858162,1.13773493955605,0.4899606997181379,0.44261569189378297,0.752577569530841,0.28762011698461304,0.637098105802636,0.7254850371694429,0.564314693990407,0,0,0,0
"Peroxiredoxin-5, mitochondrial",Prdx5,P99029,"Peroxiredoxin-5, mitochondrial OS=Mus musculus GN=Prdx5 PE=1 SV=2",54683,Prdx5,ENSMUSG00000024953.16,True,True,False,64,17,188,0,17,19,Acetyl [K79(100); K112(100); K142(100)],3,Acetyl [K79(100); K112(100); K142(100)],3270.0,3239.1,2771.4,3277.3,3157.5,3215.7,2314.7,2783.8,3075.0,3400.6,3066.1003878075076,3066.6228313694933,3017.3287904894655,3146.6724847560668,3118.988115362023,2902.6282780687857,2786.725537807002,3059.4943768855433,3067.803239607365,3225.7908008846675,0.010673383914218348,0.01091918882368681,-0.012459637637540766,0.04809547693869298,0.03534650603289613,-0.06837172279959347,-0.12716062977431264,0.007561698189666899,0.011474405925440578,0.08392133038684868,11.5715158340854,0.13208532112094098,-0.0386766797856684,0.0312748331338604,-0.139487167772749,2.62243931422198,-0.767891880435688,0.6942260376994139,-2.5281016017065,0.0300993887609497,0.464249614567938,0.506873106096397,0.0348965358643723,2.86430686401749,0.102871417957506,0,0,0,0
"Acyl-Coenzyme A dehydrogenase family, member 12",Acad12,D3Z7X0,"Acyl-Coenzyme A dehydrogenase family, member 12 OS=Mus musculus GN=Acad12 PE=1 SV=1",338350,Acad12,ENSMUSG00000042647.13,True,False,False,53,38,192,8,38,5,Acetyl [K334(100); K535(100); K542(100)],3,Acetyl [K334(100); K535(100); K542(100)],4297.6,4283.7,3941.8,4289.8,4246.1,4677.1,3267.5,3846.1,4110.3,4281.9,4029.6247787894636,4055.599463658886,4291.587871238859,4118.815984226826,4194.310510416053,4221.750386962565,3933.8254178875795,4226.999541252779,4100.680213254684,4061.7872229336167,-0.03276665669294054,-0.023496987269613356,0.05809937400900367,-0.0011824916263734053,0.025021505846178016,0.034429116978136776,-0.067479231565299,0.036221791610975274,-0.00754892301701382,-0.021297498273057158,12.009196448847199,0.0189835140672177,-0.0113075970944081,0.0018465467581467699,-0.028444564403479002,0.33559918715672404,-0.19990083923041002,0.0364972050585391,-0.45904256351769296,0.7456622553881271,0.846463585011484,0.971765403599419,0.658217267219704,0.0737530473043154,0.972428908555458,0,0,0,0
Myosin-3,Myh3,P13541,Myosin-3 OS=Mus musculus GN=Myh3 PE=2 SV=2,17883,Myh3,ENSMUSG00000020908.14,False,False,False,20,68,1610,4,4,11,Phospho [Y411; S949; S1336; S1337; S1367; S1477; S1479; T1480; S1916]; Acetyl [K969(100); K1375(100); K1807(100)],3,Acetyl [K969(100); K1375(100); K1807(100)],384.3,458.5,397.5,369.4,387.8,627.7,390.4,390.3,436.1,432.5,360.3371189707722,434.0855695047738,432.77339764002403,354.6763542760477,383.0700209461259,566.5888516166859,470.0123773965757,428.9534647957567,435.079347249682,410.2671650245894,-0.23452414335076632,0.03410804588408389,0.029740402796365473,-0.25736826613348285,-0.14626329247756864,0.41843079770092295,0.1488273321342426,0.01694972744561518,0.03740711795073892,-0.04730772195015298,8.72772760714041,-0.281279357102179,0.144923881082084,0.0592416060388441,0.485444844223107,-2.6186043157560803,1.34918646134351,0.616614664144888,4.1255446184882,0.0302806595721322,0.21361480498082197,0.5543443631523199,0.00319928705688196,6.068680962575389,0.0180434440066856,0,0,0,0
"Enoyl-CoA delta isomerase 2, mitochondrial",Eci2,Q9WUR2,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2",23986,Eci2,ENSMUSG00000021417.14,True,True,False,57,24,128,0,24,13,Acetyl [K60(100); K90(100); K158(100)],3,Acetyl [K60(100); K90(100); K158(100)],3343.5,3224.5,2824.3,3334.5,3190.6,3353.7,2410.8,2888.6,3316.8,3494.8,3135.0173231297863,3052.800259254401,3074.9230363640754,3201.5925915903654,3151.6843961596423,3027.19297700634,2902.4227444356166,3174.6732728901425,3309.037328497466,3315.1484123189252,0.0013332967158135034,-0.03700691924246513,-0.026589817178480857,0.031649615780699136,0.008982954999650516,-0.0491594714310537,-0.10988245171308542,0.0194680037979591,0.07927144823965904,0.08193334003128605,11.6129244028793,0.139745225595039,-0.0410707652918845,0.0809787439246801,-0.0998372469622435,2.80216723140063,-0.823549800570434,1.81544507249244,-1.8275069813498799,0.0227379315361787,0.433667339097677,0.106366078508935,0.104409369397425,2.86436201563739,0.10286761104998,0,0,0,0
"ATP synthase subunit g, mitochondrial",Atp5l,Q9CPQ8,"ATP synthase subunit g, mitochondrial OS=Mus musculus GN=Atp5l PE=1 SV=1",27425,Atp5l,ENSMUSG00000038717.8,True,True,False,66,12,155,5,11,9,Acetyl [K24(100); K54(100); K61(100)],3,Acetyl [K24(100); K54(100); K61(100)],1348.1,1424.2,1265.1,1469.6,1422.8,1645.6,1198.2,1358.3,1457.7,1504.2,1264.0397348022327,1348.3635072817858,1377.3625795079104,1411.0242832812119,1405.4461727750074,1485.3889026930353,1442.543111159265,1492.8196034641974,1454.2883845124086,1426.8759991444795,-0.15691808815445007,-0.06375041595978281,-0.0330515159576219,0.0017829133002305042,-0.003931702217709443,0.07588080194757829,0.033654532041287766,0.08307993348978293,0.045353480012376934,0.017900061498295372,10.4607441878356,-0.00598984199427655,-0.0834989455652089,0.133351165024106,0.0558420614531734,-0.107572583986002,-1.4995716653525701,2.6775528719844903,0.91549727041032,0.916939888902549,0.171483638020766,0.0276132714055167,0.38625677227008604,3.0996269844973905,0.0880904063816399,0,0,0,0
"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",Dlst,Q9D2G2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus GN=Dlst PE=1 SV=1",78920,Dlst,ENSMUSG00000004789.9,True,True,True,46,26,363,8,25,12,Phospho [T159]; Acetyl [K273(100); K278(100); K354(100)],3,Acetyl [K273(100); K278(100); K354(100)],5540.4,5237.0,4478.0,5341.4,5096.4,5880.2,3973.9,4583.6,4996.5,5560.8,5194.930455232023,4958.137682653218,4875.369244357302,5128.501025257393,5034.239439788127,5307.719874584095,4784.278141742449,5037.538050827134,4984.806142015675,5274.944858424825,0.0392513312111209,-0.028054770407450746,-0.05234161666858661,0.020684107282782804,-0.006079268661636661,0.07023912700846857,-0.07955183924199538,-0.005134273607410478,-0.020315704993830508,0.061302908078545215,12.303637389286198,0.0166073326092029,-0.0210174379322066,0.0256659951140747,-0.0119587754273347,0.263621630562821,-0.333626801384759,0.45550617829762197,-0.173291493849001,0.798624662299566,0.7470961168125121,0.660654226409912,0.86665557286141,0.0799887274262093,0.9690888480370841,0,0,0,0
"Trifunctional enzyme subunit beta, mitochondrial",Hadhb,Q99JY0,"Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus GN=Hadhb PE=1 SV=1",231086,Hadhb,ENSMUSG00000059447.13,True,False,False,75,40,1033,27,39,5,Acetyl [K189(100); K254(100); K333(100)],3,Acetyl [K189(100); K254(100); K333(100)],15513.6,14776.5,13662.1,15855.1,15483.9,16571.6,11341.0,14341.4,15793.4,16782.3,14546.255344431362,13989.67375744229,14874.448895340307,15223.143109588966,15295.043572273642,14958.234528359202,13653.715092352882,15761.704381301215,15756.43697054145,15919.599175935646,-0.04241011090355862,-0.09869559865438404,-0.010221700608159523,0.023208344077479737,0.030006299274456083,-0.0021180088714167766,-0.13376436449881624,0.07336563053356393,0.0728834150775608,0.08774609457329063,13.8707702971033,0.145939566746591,-0.0770497917313264,0.12844085011683698,-0.0945485083610809,2.5595419137761297,-1.3513276473301399,2.5185314068058497,-1.51374684751432,0.0332170503933464,0.21295691294137198,0.0354246563051424,0.16791942544406102,3.12144027408292,0.0868568194045463,0,0,0,0
Glutathione S-transferase kappa 1,Gstk1,Q9DCM2,Glutathione S-transferase kappa 1 OS=Mus musculus GN=Gstk1 PE=1 SV=3,76263,Gstk1,ENSMUSG00000029864.7,True,False,False,84,22,125,11,21,6,Acetyl [K93(100); K158(100); K165(100)],3,Acetyl [K93(100); K158(100); K165(100)],3799.9,3265.7,2854.1,3370.2,3255.6,3090.2,2103.2,2834.1,2975.6,3443.2,3562.9586738928892,3091.806421661373,3107.3674319607358,3235.869651275408,3215.8915941005866,2789.3466134552855,2532.09536921229,3114.775850826682,2968.6358763498133,3266.200930896338,0.2117365640464257,0.007110808830383064,0.014353657659039953,0.07281430769669583,0.06387958893151158,-0.14141196639222997,-0.28100744229774755,0.0177891600972373,-0.051539038279194926,0.08627435970787367,11.5871234706276,0.22871786485362802,0.00938672853118838,-0.0602255163366454,-0.279556652659085,2.8002015512821603,0.114922075769287,-0.8243748660476858,-3.1244128294374196,0.0228075303578429,0.911292195900458,0.43322462706844206,0.0138381044778972,4.89684077634037,0.0314767400480845,0,0,0,0
Acyl-coenzyme A thioesterase 13,Acot13,Q9CQR4,Acyl-coenzyme A thioesterase 13 OS=Mus musculus GN=Acot13 PE=1 SV=1,66834,Acot13,ENSMUSG00000006717.6,True,False,False,89,15,219,15,15,13,Acetyl [K17(100); K27(100); K127(100)],3,Acetyl [K17(100); K27(100); K127(100)],3032.2,3533.4,2929.4,3277.0,3096.4,4174.0,2655.2,2865.4,3205.5,3377.3,2843.1283167920255,3345.2518021552182,3189.3494114382047,3146.384442237705,3058.6333492975355,3767.630821488047,3196.662050367284,3149.1756546906513,3197.9978161175313,3203.6885466764065,-0.1716747112480821,0.06296088497518504,-0.005891762085472152,-0.025458966020762475,-0.06626674821939282,0.23450368283007528,-0.0025876926853083404,-0.02417969346493365,-0.0019849701975029888,0.0005799761162066375,11.644938208475402,-0.124486224254458,0.0076609943339587296,0.0296736336040464,0.161820852192463,-1.39908332163795,0.0861008474150158,0.37286191103686295,1.6602219279195702,0.198731408603976,0.933467229192967,0.718776684446588,0.13481256676998,1.2524414478184398,0.352703643123234,0,0,0,0
Cytochrome b-c1 complex subunit 7,Uqcrb,Q9CQB4,Cytochrome b-c1 complex subunit 7 OS=Mus musculus GN=Uqcrb PE=1 SV=1,67530,Uqcrb,ENSMUSG00000021520.4,True,True,False,86,21,215,0,21,13,Acetyl [K12(100); K19(100); K88(100)],3,Acetyl [K12(100); K19(100); K88(100)],5270.2,5557.4,4709.0,5600.3,5433.4,6945.3,4289.7,4945.7,5352.0,5634.6,4941.578673952026,5261.476867973456,5126.867747136787,5377.081718603546,5367.129066035793,6269.124663268072,5164.477703171339,5435.498721087301,5339.47412630199,5344.951139994339,-0.11539446918838259,-0.024898665837916667,-0.06228879645862939,0.006456918385179478,0.0037841028758851536,0.22789753958541326,-0.05174402582998461,0.022045933471558143,-0.003668817984848971,-0.0021897190182667003,12.386150763523199,-0.0826809580548993,-0.0726478211255071,0.0729231093177916,0.0829562462471838,-1.03296830117817,-0.9076200631647601,1.01859532509601,0.946106362795642,0.33134008744307,0.39016592548730605,0.33772116770631105,0.37133797113261996,1.2718650953138102,0.34683563067575396,0,0,0,0
"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Pdha1,P35486,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus GN=Pdha1 PE=1 SV=1",18597,Pdha1,ENSMUSG00000031299.10,True,True,False,79,41,493,38,40,X,Acetyl [K83(100); K244(100); K321(100)]; Phospho [T231; S232; S293; S295; S300; Y301],3,Acetyl [K83(100); K244(100); K321(100)],10877.7,11875.2,9773.8,11387.8,11186.2,12013.8,8756.1,9643.1,10754.1,11947.7,10199.425134083709,11242.863587749378,10641.10851284042,10933.901968664795,11049.762424722934,10844.169420985409,10541.688979821098,10598.10698532401,10728.930998068801,11333.523716911646,-0.08340261262321214,0.057119087593548556,-0.022242005013525912,0.01691789267561461,0.032124898207104735,0.00502910492848585,-0.03578442031501261,-0.028083856872072488,-0.01038411610885781,0.0687060275279272,13.399602832646,0.0254570092089317,-0.0406965721224211,0.0262545281967306,-0.0398990531346222,0.424646645078638,-0.6788567610653811,0.489642991249863,-0.607564351484036,0.682099733149668,0.516068264926702,0.6373133878469971,0.560045753247183,0.213732030536443,0.884188433233857,0,0,0,0
